index,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_行1,Q9_行2,Q9_行3,Q9_行4,Q9_行5,Q9_行6,Q9_行7,Q9_行8,Q9_行9,Q9_行10,Q9_行11,Q9_行12,Q9_行13,Q9_行14,Q9_行15,Q9_行16,Q10_行1,Q10_行2,Q10_行3,Q10_行4,Q10_行5,Q10_行6,Q10_行7,Q10_行8,Q10_行9,Q10_行10,Q11_行1,Q11_行2,Q11_行3,Q11_行4,Q11_行5,Q11_行6,Q11_行7,Q11_行8,Q11_行9,Q11_行10,Q11_行11,Q11_行12,Q11_行13,Q11_行14,Q11_行15,Q11_行16,Q11_行17,Q11_行18,Q11_行19,Q11_行20,Q11_行21,Q11_行22,Q11_行23,Q11_行24,Q11_行25,Q11_行26,Q11_行27,Q11_行28,Q11_行29,Q11_行30,Q11_行31,Q11_行32,Q11_行33,Q11_行34,Q11_行35,Q11_行36,Q11_行37,Q11_行38,Q11_行39,Q11_行40,Q11_行41,Q11_行42,Q11_行43,Q11_行44,Q11_行45,Q11_行46,Q11_行47,Q11_行48,Q11_行49,Q11_行50,Q11_行51,Q11_行52,totalvalue,T1,T2,T3,N1,N2,N3,N4,S,Z1,Z2,Z3,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13
135,4,2,2,新疆,1,5,5,5,2,1,1,3,3,3,2,2,3,2,4,4,2,5,3,3,5,3,3,4,1,2,2,5,1,5,4,3,4,3,4,4,4,2,4,4,2,5,4,4,3,5,5,5,1,3,3,2,2,3,4,3,2,3,4,3,4,2,4,2,3,2,2,1,2,1,2,1,2,2,2,2,2,2,3,3,4,3,15,43,31,153,10,12,10,11,31,81,38,34,10,12,9,13,11,12,11,11,12,11,16,10,15
136,4,1,4,青海省,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,48,30,156,15,15,9,9,30,84,36,36,12,12,12,12,12,12,12,12,12,12,12,12,12
137,3,2,2,青海,1,5,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,11,35,35,192,12,10,6,7,35,103,47,42,14,15,13,16,16,14,14,14,15,14,16,16,15
139,3,1,3,青海省,1,4,3,5,4,3,4,4,4,3,3,4,3,3,3,3,2,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,4,3,3,4,3,3,4,4,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,4,4,4,4,3,3,3,3,3,12,55,37,186,19,16,8,12,37,100,46,40,16,12,16,16,15,14,12,12,16,14,14,16,13
142,3,2,2,青海省,2,4,4,4,2,2,3,4,4,4,5,4,4,3,2,2,2,4,4,4,4,4,3,3,3,4,4,3,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,4,4,12,53,34,204,15,20,6,12,34,108,48,48,16,15,16,16,16,16,15,17,16,15,16,16,14
143,4,2,4,青海省,2,3,4,4,3,4,4,4,4,3,4,3,4,4,3,1,1,5,5,4,3,4,2,3,4,4,3,4,4,4,4,4,2,3,3,2,2,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,3,5,5,5,11,56,35,214,19,18,5,14,35,115,53,46,19,14,18,17,16,15,16,16,17,15,17,19,15
144,2,2,4,青海省,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,4,4,3,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,4,4,3,4,3,4,3,4,3,4,3,4,3,3,2,9,48,38,181,15,15,9,9,38,97,43,41,13,13,15,15,15,13,13,13,14,15,14,15,13
145,2,2,4,青海,2,3,3,3,3,3,3,4,3,2,3,2,3,2,3,3,3,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,3,4,3,4,4,3,4,3,4,4,3,4,4,3,3,4,3,4,3,3,4,3,4,4,3,4,4,3,3,3,3,3,4,3,2,4,3,3,3,3,3,9,48,37,177,16,12,9,11,37,98,40,39,12,14,15,15,14,13,14,12,14,14,13,13,14
146,3,2,4,吉林省,2,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,27,30,156,5,5,5,12,30,84,36,36,12,12,12,12,12,12,12,12,12,12,12,12,12
147,4,2,2,青海省,1,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,48,28,156,25,5,3,15,28,84,36,36,12,12,12,12,12,12,12,12,12,12,12,12,12
148,4,2,2,湖南,2,5,4,4,3,2,2,5,4,4,4,4,3,2,1,1,2,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,2,4,4,4,4,4,4,4,3,4,5,4,3,4,5,4,4,4,4,3,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,13,50,38,209,16,17,4,13,38,113,48,48,17,17,16,17,16,15,15,15,15,18,16,17,15
149,3,2,1,青海省,2,4,3,4,3,3,3,4,4,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,3,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,11,57,36,188,17,18,11,11,36,103,44,41,15,14,15,14,15,15,14,13,15,13,14,15,16
150,3,2,4,青海,2,4,4,5,4,2,2,3,1,2,3,4,2,2,1,1,2,5,4,5,4,2,1,2,2,3,4,3,4,3,4,2,4,5,4,3,1,5,3,4,4,3,4,2,4,3,5,4,4,2,2,3,4,4,2,4,5,4,4,5,4,4,4,2,2,4,3,4,2,3,2,3,4,4,3,2,4,3,1,3,4,4,13,43,28,176,12,13,4,14,28,96,43,37,13,9,15,17,13,12,12,12,14,13,11,18,17
151,4,2,2,青海,2,4,3,2,3,5,3,4,4,3,3,3,4,2,1,1,3,3,3,3,4,4,4,3,3,5,5,4,4,4,3,5,3,3,3,3,3,3,3,4,5,2,3,3,4,4,4,2,3,3,3,3,5,4,4,3,4,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,4,4,3,4,4,4,4,3,3,9,48,40,182,19,15,5,9,40,100,40,42,16,13,16,15,13,15,14,14,14,13,12,14,13
153,2,2,2,青海省,2,4,5,5,3,4,4,4,5,2,1,1,1,1,1,1,3,5,5,5,5,5,5,5,4,4,4,4,4,4,3,5,5,5,4,4,5,5,5,5,5,5,5,3,3,5,5,3,3,3,3,5,5,5,3,3,5,5,5,5,2,5,5,5,5,5,5,5,2,3,5,3,3,5,5,3,5,5,5,2,5,3,14,46,44,221,20,6,5,15,44,120,52,49,18,16,18,20,13,19,18,14,16,16,18,18,17
154,2,2,4,青海,2,5,3,4,1,1,1,2,1,3,3,3,5,4,1,1,1,4,4,4,3,2,1,2,2,5,3,3,4,3,3,4,4,3,4,4,4,4,4,4,5,4,4,3,4,4,4,3,3,5,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,12,39,28,199,6,18,3,12,28,105,48,46,15,16,13,16,16,15,15,16,16,15,16,16,14
155,3,2,4,湖南,2,4,3,3,3,3,2,4,2,3,3,3,4,3,3,2,4,4,4,4,4,4,3,3,3,4,3,3,4,3,4,3,3,3,4,4,3,4,3,3,5,3,4,3,3,4,3,3,3,4,4,3,3,4,3,4,4,5,4,3,3,3,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,3,3,4,4,3,10,51,34,185,14,16,9,12,34,97,46,42,14,13,14,15,15,15,13,13,16,14,14,16,13
156,1,2,4,河南,2,1,2,3,4,2,3,4,4,1,2,2,3,3,5,1,3,5,5,5,4,3,3,2,2,3,2,2,2,2,4,4,5,1,5,1,3,5,1,1,5,1,5,3,5,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,1,5,5,5,5,5,3,4,5,5,5,5,5,5,5,2,5,3,3,5,4,3,6,52,25,211,17,11,9,15,25,110,53,48,16,16,18,20,20,14,13,20,18,14,15,20,7
157,2,1,4,青海,2,4,3,2,2,2,2,3,2,2,3,4,5,4,2,3,1,3,2,4,3,4,2,3,3,2,2,2,3,2,3,2,2,2,2,3,3,4,3,3,3,3,4,3,3,4,4,3,3,3,3,2,3,4,3,2,3,3,3,3,3,3,3,4,2,3,4,3,3,4,3,3,2,4,4,2,4,4,4,4,2,3,9,44,26,160,11,18,6,9,26,89,34,37,10,12,13,16,12,13,15,11,12,13,10,12,11
158,3,2,4,青海省,2,4,5,3,4,4,4,4,3,2,4,3,4,3,1,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,3,2,12,55,31,156,19,16,8,12,31,84,37,35,12,11,12,13,12,12,12,11,12,12,12,13,12
159,2,1,4,青海,2,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,51,31,156,16,15,9,11,31,84,36,36,12,12,12,12,12,12,12,12,12,12,12,12,12
161,5,2,4,河南省,2,3,4,3,3,4,3,3,2,2,2,3,3,2,4,3,2,4,4,5,4,3,3,4,3,4,4,3,4,4,4,5,3,3,2,3,3,4,3,4,4,3,4,2,3,2,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,5,5,3,10,49,36,190,15,12,9,13,36,103,47,40,17,14,16,16,12,13,14,16,15,11,16,16,14
163,2,2,4,新疆,2,3,4,2,2,3,2,4,2,2,2,3,2,2,1,2,2,4,3,3,4,3,2,3,2,4,4,4,4,3,3,4,5,2,4,4,4,5,3,2,4,4,5,3,4,5,5,3,2,4,4,5,2,4,5,4,5,5,4,5,3,5,5,3,5,5,3,3,4,2,3,5,5,5,4,4,5,3,3,5,5,4,9,39,33,207,13,11,5,10,33,103,53,51,18,15,12,20,14,17,13,19,14,15,19,20,11
164,4,2,2,青海,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,4,3,3,3,3,2,3,3,3,3,3,3,2,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,3,4,3,4,3,3,9,49,30,174,16,15,8,10,30,90,44,40,13,13,13,12,12,13,15,14,14,13,15,15,12
165,2,1,1,河南,2,5,5,5,5,5,5,5,5,5,5,5,4,3,1,1,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,4,4,4,3,2,1,15,69,46,218,25,22,7,15,46,119,51,48,19,13,18,17,17,18,17,14,19,16,14,18,18
166,2,2,4,河南省,2,5,3,4,1,3,2,3,1,3,5,4,2,4,1,1,1,4,4,3,4,2,2,2,2,3,2,4,4,2,3,5,5,3,3,5,4,5,3,4,4,4,4,4,4,4,4,2,4,5,4,5,3,2,5,5,5,5,4,5,3,5,5,4,5,5,2,2,4,4,5,5,5,5,3,4,5,5,4,5,5,5,12,42,27,217,10,18,3,11,27,109,54,54,19,19,11,18,15,19,13,19,15,16,19,20,14
167,2,2,2,青海,2,4,5,2,2,2,2,1,2,4,5,4,4,5,3,2,1,4,4,5,4,4,3,4,3,4,3,4,4,3,4,3,5,5,4,3,4,4,5,5,3,5,5,4,5,5,5,5,4,5,5,5,3,5,5,3,4,5,3,4,4,5,4,5,5,5,3,4,5,3,5,5,5,5,3,1,5,1,3,5,5,5,11,50,36,221,9,22,6,13,36,113,53,55,13,19,14,20,17,16,13,20,16,19,20,17,17
168,2,2,2,青海,2,5,5,5,3,2,3,3,3,3,3,4,3,3,2,2,1,4,4,4,4,4,4,4,4,4,4,3,3,2,3,5,5,3,4,5,4,4,5,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,5,4,4,4,2,4,4,3,5,5,4,4,4,3,4,4,3,5,5,5,15,47,36,205,14,16,5,12,36,106,49,50,16,18,15,16,15,15,13,18,15,17,17,17,13
169,5,2,1,青海,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,63,40,202,19,20,12,12,40,111,45,46,16,16,16,16,15,15,16,15,15,16,15,15,16
170,2,1,4,吉林省,2,3,5,3,4,2,2,4,3,4,2,2,4,4,3,4,3,4,3,5,5,4,3,3,3,3,4,2,4,3,3,3,4,4,3,5,2,3,2,4,2,3,3,3,4,4,4,2,3,5,4,3,3,4,4,3,3,4,4,3,3,4,3,3,5,4,1,1,2,3,2,4,5,3,3,4,3,4,4,3,2,3,11,53,34,170,15,16,10,12,34,90,38,42,14,12,10,13,14,17,12,12,10,13,14,14,15
171,2,2,2,江苏,2,4,2,5,4,4,4,4,4,2,2,2,3,2,3,3,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,50,31,156,20,11,7,12,31,84,36,36,12,12,12,12,12,12,12,12,12,12,12,12,12
173,2,2,4,青海省,2,3,5,3,3,4,4,4,4,3,3,3,3,3,3,4,3,5,4,4,3,4,3,3,4,3,4,3,3,4,3,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,4,3,4,4,3,4,5,4,4,11,57,34,190,19,15,10,13,34,102,44,44,16,15,14,15,15,14,13,16,15,14,14,15,14
174,5,2,1,青海,2,4,4,4,3,4,3,4,3,4,4,4,4,4,3,3,3,3,4,4,4,5,4,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,3,4,4,3,5,3,3,3,5,4,4,4,4,4,3,3,4,3,4,5,5,4,12,57,39,197,17,20,9,11,39,100,48,49,13,16,13,15,16,16,14,17,13,16,19,16,13
175,4,2,1,河南,1,3,3,5,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,11,45,30,158,14,15,8,8,30,85,36,37,12,12,12,14,13,12,12,12,12,13,12,12,10
177,3,1,1,青海,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,48,30,156,15,15,9,9,30,84,36,36,12,12,12,12,12,12,12,12,12,12,12,12,12
178,2,2,4,青海,2,3,3,5,3,4,4,4,4,3,4,3,3,3,2,2,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,55,35,155,19,16,8,12,35,84,36,35,12,12,12,12,12,12,12,12,12,11,12,12,12
179,1,1,1,吉林,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,16,30,156,5,5,3,3,30,84,36,36,12,12,12,12,12,12,12,12,12,12,12,12,12
180,3,2,2,省份,1,3,3,5,3,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,2,4,4,4,4,4,4,4,4,4,3,3,1,4,3,3,4,4,3,4,4,4,3,4,3,4,3,4,3,3,4,3,4,3,4,4,4,4,3,3,5,4,3,4,4,3,4,3,3,4,4,4,4,4,3,4,5,3,4,4,3,11,46,39,186,23,5,3,15,39,97,45,44,13,13,15,16,14,15,15,14,14,15,15,16,11
181,2,2,4,河南,2,5,3,5,3,5,5,5,3,3,4,4,5,5,1,1,1,5,5,5,5,4,3,3,3,4,3,2,3,3,5,3,1,1,4,2,3,4,2,2,3,1,3,3,3,3,2,1,1,1,1,1,3,3,3,3,3,2,2,3,1,3,3,4,4,4,3,3,1,1,3,2,3,3,2,3,1,2,1,1,3,3,13,60,33,126,21,21,3,15,33,71,35,20,13,10,13,9,9,8,11,4,11,8,11,13,6
182,2,1,1,青海西宁,1,4,5,4,3,3,2,4,2,1,2,1,2,1,1,1,3,4,4,5,4,4,3,4,3,3,3,2,4,3,2,4,2,1,4,2,5,4,5,2,5,5,5,2,4,4,5,3,2,5,4,4,2,2,4,4,5,5,4,5,2,5,5,5,4,5,3,3,2,4,5,5,5,5,4,1,4,4,4,5,4,5,13,39,33,199,14,7,5,13,33,101,53,45,15,20,11,19,16,16,11,13,17,16,17,19,9
183,4,1,4,青海,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,5,5,4,3,3,3,3,4,2,4,3,3,5,5,3,3,3,3,3,5,3,3,3,3,3,3,3,4,3,4,5,2,3,3,3,5,5,5,3,3,5,3,5,5,3,5,5,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,9,28,34,185,5,5,5,13,34,94,48,43,18,14,12,15,11,14,12,14,14,15,16,18,12
184,2,2,2,青海,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,6,34,27,107,10,12,6,6,27,59,24,24,8,9,10,8,8,8,8,8,8,8,8,8,8
185,4,1,4,青海,2,4,5,3,4,3,5,4,5,3,4,5,5,4,1,3,1,5,3,4,5,3,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,4,3,2,5,5,5,5,5,3,5,5,5,3,5,5,5,3,5,5,3,5,1,5,5,3,5,5,5,5,1,5,5,2,5,5,5,5,5,5,5,4,2,3,12,59,35,213,21,21,5,12,35,124,43,46,18,17,19,20,19,18,20,12,12,16,14,17,11
186,4,2,1,青海省,1,3,3,3,3,3,2,5,4,5,5,5,5,5,4,2,2,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,9,65,48,255,17,25,8,15,48,135,60,60,20,20,20,20,19,20,20,20,20,20,20,20,16
187,4,2,2,青海,2,1,2,5,3,3,3,2,2,1,1,1,4,3,1,1,1,4,3,4,4,4,4,3,2,5,3,1,3,1,3,3,3,3,3,3,3,3,2,2,2,5,4,4,4,5,5,4,4,5,5,4,2,3,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,4,4,3,3,4,3,3,4,3,3,4,3,4,8,37,30,184,13,10,3,11,30,99,44,41,13,16,11,17,16,13,14,14,14,14,16,14,12
188,3,2,4,青海省,2,5,5,5,4,4,3,4,4,2,3,2,1,1,1,1,5,5,5,5,4,3,3,2,3,5,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,50,35,208,19,9,7,15,35,112,48,48,16,16,16,16,16,16,16,16,16,16,16,16,16
